"track","artist","stream_on_youtube","stream_on_spotify"
"Melhor Agora","Dallass","0","22094884"
"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill","0","248359900"
"Apologize","OneRepublic","0","622982487"
"Mama Cry","YNW Melly","0","227328015"
"81 - Geheimnis im Spukhotel - Teil 01","Die drei !!!","0","402462"
"Lollipop","MIKA","0","85719399"
"Sky","Playboi Carti","0","406548720"
"I Go Dancing (feat. Ella Henderson)","Ella Henderson","0","955289"
"Genkidama","Niska","0","8794065"
"Para de Me Iludir - Ao Vivo Em Teresina","Xand Avião","0","7227513"
"Shotta Flow (feat. Blueface) [Remix]","NLE Choppa","0","374921451"
"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke","0","469684772"
"Love No More","Loud Luxury","0","167201698"
"Call It Love","Felix Jaehn","0","59682401"
"Luces De Neón","Myke Towers","0","42747914"
"BLUTMOND","Kollegah","0","2356583"
"Mon Amour - Remix","Aitana","0","506493761"
"Life","The Walters","0","14255278"
"This Could Be Us","Rae Sremmurd","0","551859647"
"Ff Ademen Jij","Boef","0","6161767"
"Ma Chérie (feat. Capo Plaza)","Capo Plaza","0","21653209"
"Easy (with Kacey Musgraves feat. Mark Ronson)","Mark Ronson","0","82820643"
"ME! (feat. Brendon Urie of Panic! At The Disco)","Panic! At The Disco","0","701344250"
"When You're Gone","Shawn Mendes","0","201576351"
"Só me ligar","BK","0","5659257"
"Mercy","Shawn Mendes","0","1112788942"
"DUBBI","Marracash","0","28405260"
"La Bellavita (feat. Jul)","Jul","0","21844490"
"Evento Cancelado - Ao Vivo","Henrique & Juliano","0","77036388"
"Try","Colbie Caillat","0","201949875"
"WITHOUT YOU (with Miley Cyrus)","Miley Cyrus","0","192678635"
"Sing It With Me","JP Cooper","0","159067248"
"El Bélico","El Fantasma","0","133741529"
"Gangsta (Kehlani) - Sped Up Version","sped up nightcore","0","7758362"
"Yo x Ti, Tu x Mi","ROSALÍA","0","489405512"
"Stickwitu","The Pussycat Dolls","0","259962660"
"Older","Daya","0","33315156"
"Par amour","Dadju","0","49934957"
"Save That Shit","Chief Keef","0","31937174"
"Lean On Me","Tinashe","0","75326866"
"Work This Body","WALK THE MOON","0","76453050"
"Cereza","Fuego","0","28212643"
"New","Daya","0","201116441"
"Por Deporte","Paulo Londra","0","18833890"
"Cicatrici (feat. Tedua)","Shiva","0","6053254"
"Tell It To My Heart","MEDUZA","0","147630326"
"Color Esperanza 2020","Fonseca","0","89466323"
"Abres Camino (Way Maker)","Marcela Gandara","0","21760481"
"Diamantes","Carla Morrison","0","9036089"
"Outshined - Remastered","Soundgarden","0","79943026"
"El Amor De Tu Vida","Carin Leon","0","148554388"
"Wildflower","Beach House","0","31160102"
"Wishful Drinking (with Sam Hunt)","Sam Hunt","0","83521902"
"The Nights","Avicii","0","1283342035"
"better off","Chelsea Cutler","0","164710770"
"Dennis Rodman (feat. Tyga)","A$AP Ferg","0","44086974"
"Make It To Christmas","Alessia Cara","0","83975917"
"Runnin","Metro Boomin","0","347344603"
"Psycho","Red Velvet","0","360285516"
"Sci-Fi","Tainy","0","18929102"
"Body (Remix) [feat. Capo Plaza & Rondodasosa]","Tion Wayne","0","90195699"
"Too Precious","Em Beihold","0","6675165"
"Everytime We Touch - Hardwell & Maurice West Remix","Cascada","0","71478666"
"Unforgettable","Thomas Rhett","0","276327271"
"The Moon Doesn’t Mind","Lord Huron","0","5678236"
"Pintao","YSY A","0","70488270"
"Sexy Drug","Falling In Reverse","0","59913475"
"PURE (feat. G Herbo)","G Herbo","0","1086406"
"Bad Boy (with Young Thug)","Young Thug","0","191361120"
"ALREADY","Major Lazer","0","117635919"
"dying out west","Lil Tracy","0","12255661"
"This fffire - New Version","Franz Ferdinand","0","24815021"
"Drinking Class","Lee Brice","0","127786249"
"Love & War","Kodak Black","0","90189643"
"Un Altro Show (feat. Geolier)","Shiva","0","8096195"
"Heartbreak Anniversary","Giveon","0","837402457"
"Save The World","Swedish House Mafia","0","182229567"
"JUNGLE","Randy","0","30700813"
"Mr. Sandman","SYML","0","47046101"
"Shake It Out","Florence + The Machine","0","338501370"
"Cowboy Casanova","Carrie Underwood","0","69947717"
"Long Nights","6LACK","0","40621260"
"Gnaw","Alex G","0","6372914"
"You Can't Stop The Beat","Zac Efron","0","68203526"
"Drowning (feat. Kodak Black)","Kodak Black","0","718222529"
"Moral of the Story","Ashe","0","505682695"
"PAPARAZZI","UZI","0","108406380"
"Pódio","Jorge & Mateus","0","31492276"
"Amy Winehouse","Lorenzo","0","2745871"
"Perfect Places","Lorde","0","213539949"
"Unwritten","Natasha Bedingfield","0","482619005"
"SAOKO","ROSALÍA","0","133263975"
"Little Bit Of Love","JP Cooper","0","37074455"
"Be Real (feat. DeJ Loaf)","Kid Ink","0","188847788"
"Every Kind Of Way","H.E.R.","0","130158355"
"The Greatest","Louis Tomlinson","0","6973794"
"1973","James Blunt","0","162114490"
"Hard To Love","Lee Brice","0","234280018"
"I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit","Avicii","0","347014147"
"Howl's Moving Castle Lofi (Merry Go Round)","Kato","0","7160277"
"Plan A","Paulo Londra","0","212422591"
"Glorious (feat. Skylar Grey)","Macklemore","0","751186246"
"cardigan","Taylor Swift","0","563359986"
"A Nonsense Christmas","Sabrina Carpenter","0","11987615"
"LOVE DIVE","IVE","0","226258788"
"sure thing (sped up)","11:11 Music Group","0","23598990"
"La Marseillaise","Ninho","0","10282536"
"Broken Halos","Chris Stapleton","0","229522897"
"Hasta Ese Día","Lasso","0","27636673"
"Pudgy (with Lil Uzi Vert)","Smino","0","3729315"
"Glock In My Lap","Metro Boomin","0","182739405"
"Freaky Deaky","Tyga","0","132874022"
"Love Like Ghosts","Lord Huron","0","41897220"
"comethru","Jeremy Zucker","0","687212813"
"Coming In Hot","Lecrae","0","98151955"
"IDGAF (with blackbear)","blackbear","0","152547498"
"Dime","Jairo Vera","0","2209239"
"Daydreamin' (feat. Jill Scott)","Lupe Fiasco","0","60876099"
"I Can't Love","Mike Perry","0","8368506"
"The Queen and I","Gym Class Heroes","0","5743897"
"Chasing After You","Maren Morris","0","150100605"
"What's Love Got to Do with It","Kygo","0","208328272"
"Start Nowhere","Sam Hunt","0","5613296"
"Hell Of A View","Eric Church","0","103322889"
"Undeniable (feat. X Ambassadors)","X Ambassadors","0","65131433"
"Heavydirtysoul","Twenty One Pilots","0","324624487"
"Deep","Summer Walker","0","133508603"
"WWE: Head of the Table (Roman Reigns)","WWE","0","14853972"
"Outlander - The Skye Boat Song (Castle Leoch Version) [feat. Raya Yarbrough]","Bear McCreary","0","35077839"
"Me Reclama","Mambo Kingz","0","158129859"
"WHITE NIGHT","TAEYANG","0","7312763"
"Superstar (feat. Matthew Santos)","Lupe Fiasco","0","121682119"
"Born To Be Yours","Kygo","0","506258880"
"What Is Love","Jaymes Young","0","32800627"
"What A Time (feat. Niall Horan)","Julia Michaels","0","564533531"
"Righteous Minds","Joey Bada$$","0","45395559"
"B-Side","Khruangbin","0","27790237"
"Lift Me Up","Tyga","0","43022731"
"Sweet Emotion","The Kooks","0","47306226"
"Maha Pemilik Hati","Last Child","0","6326019"
"Cruzeiro da Revoada","Hungria Hip Hop","0","45087382"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Macklemore","0","569454156"
"Mountain Sound","Of Monsters and Men","0","192615029"
"Woman Like Me (feat. Nicki Minaj)","Little Mix","0","470966154"
"sex money feelings die","Lykke Li","0","146945870"
"MAGIC","Vince Staples","0","22292573"
"Declaração pro Bar - Ao Vivo","Guilherme & Benuto","0","89424486"
"Me Acostumbre A Lo Bueno","Fuerza Regida","0","98166562"
"Without You (feat. Sandro Cavazza)","Avicii","0","884613613"
"Déjate Llevar","Juan Magán","0","204590811"
"No Me Basta","India Martinez","0","13111041"
"La Llevo Al Cielo (Ft. Ñengo Flow)","Ñengo Flow","0","261092249"
"Good Girl","Carrie Underwood","0","79837447"
"Vanished","Crystal Castles","0","103837288"
"Best Friend (feat. Doja Cat, Jamie & CHANMINA) [Remix]","Saweetie","0","31679794"
"Wanna Be That Song","Brett Eldredge","0","91515971"
"Bleed It","Blueface","0","127098247"
"LO$ER=LO?ER","TOMORROW X TOGETHER","0","151533125"
"Desesperados","Chencho Corleone","0","666769363"
"Soy Una Gargola","Randy","0","53824195"
"Let Me Down (with Chelsea Cutler)","Chelsea Cutler","0","5911726"
"Whistle","Flo Rida","0","628931927"
"Seasons of Love","Idina Menzel","0","96318179"
"MURDER PLOT","Kordhell","0","8718224"
"Fallin Out of Love With You","Montell Fish","0","4503818"
"Feel Good (feat. Daya)","Gryffin","0","243798380"
"Piel Con Piel","La Santa Grifa","0","18787890"
"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)","Bas","0","180794240"
"Love's Train","Silk Sonic","0","53905961"
"Lose","NIKI","0","102865874"
"Bulletproof Maybach (feat. Offset)","Offset","0","9562837"
"96 - Tausendundein Tor! - Teil 05","Teufelskicker","0","111131"
"SIR BAUDELAIRE (feat. DJ Drama)","DJ Drama","0","50700736"
"RODZINNY BIZNES","Bedoes 2115","0","1965105"
"Soltera","Cali Y El Dandee","0","5040140"
"Be Calm","fun.","0","16379504"
"Jimmy Cooks (feat. 21 Savage)","Drake","0","413205085"
"Pure Cocaine","Lil Baby","0","374898813"
"Love Me or Leave Me","Little Mix","0","180749933"
"Undercover Martyn","Two Door Cinema Club","0","263877464"
"Voor Het Kiezen","Boef","0","1989513"
"Valerie - Glee Cast Version","Glee Cast","0","70872887"
"Du propre","Orelsan","0","36335874"
"Dirty Looks","Lainey Wilson","0","13406513"
"2000 Rounds","Pouya","0","21221485"
"love nwantiti (feat. ElGrande Toto) - North African Remix","CKay","0","131759981"
"No No No","Tayc","0","11294635"
"Memphis","Money Man","0","9665159"
"This Must Be the Place (Naive Melody) - 2005 Remaster","Talking Heads","0","212239903"
"pa quererte","Rels B","0","47275859"
"Boy In The Bubble","Alec Benjamin","0","164805403"
"The President Has A Sex Tape","K.Flay","0","10783364"
"Someone You Loved","Lewis Capaldi","0","2634013335"
"100 SMSjes","Ronnie Flex","0","13299263"
"Change","Wale","0","29836448"
"Deus e o Mundo - Ao Vivo","Murilo Huff","0","7102923"
"A Song of Ice and Fire","Ramin Djawadi","0","12423771"
"LACONE","Mora","0","40827555"
"Mad Hatter","Melanie Martinez","0","261070556"
"Inside","Earl Sweatshirt","0","14626571"
"ZOR","UZI","0","23741179"
"Hide Away","Daya","0","409721607"
"Sure Thing (8D sped up)","11:11 Music Group","0","2671652"
"Ivy","Frank Ocean","0","528951082"
"Mask Off","Future","0","1306688750"
"SAMURAI","Young Cister","0","3815269"
"Trigger","Major Lazer","0","134348760"
"Under Pressure","Vintage Culture","0","7439841"
"Problems","Mother Mother","0","60022442"
"The Worst In Me","Bad Omens","0","32604617"
"Home","Cavetown","0","105658892"
"Twisted Fantasy","Justine Skye","0","3357560"
"Desbloqueado - Ao Vivo","Diego & Victor Hugo","0","132464995"
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber","0","1335838557"
"Half Mast","Empire of the Sun","0","46362534"
"Glimpse of Us","Joji","0","769993739"
"Swim","Chase Atlantic","0","404531326"
"Long Black Train","Josh Turner","0","57163446"
"Daima","Ezhel","0","29356494"
"SHORTY QUE TE VAYA BN <3","Rels B","0","88615230"
"Elliot's Song - From ""Euphoria"" An HBO Original Series","Zendaya","0","50132292"
"Color Esperanza 2020","Gente De Zona","0","89466323"
"Sólo Quédate En Silencio","Dulce María","0","88563370"
"Another Life (feat. FLETCHER & Josh Golden)","FLETCHER","0","26225337"
"Distractions","Fabrizio Paterlini","0","6789443"
"Guitar Gangsters & Cadillac Blood","Volbeat","0","44436256"
"Demon Mode","Nardo Wick","0","9702043"
"A Year Without Rain","Selena Gomez & The Scene","0","85067038"
"LOVE DIVE -Japanese version-","IVE","0","859999"
"White Noise","OFFICIAL HIGE DANDISM","0","5667281"
"Una Vez Más","Pedro Capó","0","3846082"
"Kathang Isip","Ben&Ben","0","212018415"
"Predestinado","Oruam","0","16705398"
"Balanço da Rede","Matheus Fernandes","0","170060001"
"everything i wanted","Billie Eilish","0","1247913202"
"Miss My Dawgs (with Lil Wayne)","YG","0","5257642"
"Putana","Ninho","0","101593576"
"Keisha & Becky - Remix","Tion Wayne","0","147441519"
"Make You Say","Maren Morris","0","25783460"
"Innocent","Justine Skye","0","4325600"
"Over It","Bullet For My Valentine","0","42134108"
"Somebody That I Used To Know - Tiësto Remix","Gotye","0","19733042"
"Cada Que...","Belanova","0","54214559"
"Beautiful Scars (Maximillian x Moira Dela Torre) - Acoustic","Moira Dela Torre","0","42120038"
"Tarot","Jhayco","0","499492065"
"Nostrand","Ratatat","0","8346423"
"Try Honesty","Billy Talent","0","52165179"
"Rain In Ibiza","Calum Scott","0","56418670"
"call out my name (sped up) - tiktok version","accelerate","0","2049776"
"when the party's over","Billie Eilish","0","1478156307"
"Molly's Chambers","Kings of Leon","0","60427148"
"El Güero (Feat. Marca MP)","Grupo Firme","0","229788191"
"UFO","Aitch","0","64487788"
"Sentada Desapegada","NATTAN","0","19854786"
"Sorrows","Bryson Tiller","0","72954586"
"Bartender","Lady A","0","111667019"
"Mírame - Remix","Lenny Tavárez","0","248733295"
"Esse B.O é Meu - Ao Vivo","Guilherme & Benuto","0","44075662"
"Radio","Paolo Nutini","0","5660978"
"Lava Lamp","Thundercat","0","15689236"
"How to Save a Life - Live in Nashville, TN - December 2006","The Fray","0","25187404"
"Yes Sir","Chief Keef","0","19018813"
"Tennessee Fan","Morgan Wallen","0","21084143"
"Don't Stop Believin' (Glee Cast Version) - Cover of Journey","Glee Cast","0","102232708"
"Woodland","The Paper Kites","0","43093708"
"What Would You Do?","Joel Corry","0","76942590"
"CALL OUT","ODESZA","0","6598252"
"Feel the Love (feat. John Newman)","John Newman","0","171205162"
"Revenge","XXXTENTACION","0","841922171"
"La vie qu'on mène","Ninho","0","186513655"
"Selfish","PnB Rock","0","364315630"
"From the Ground Up","Dan + Shay","0","201205153"
"Tamed-Dashed","ENHYPEN","0","77213510"
"Diferente dos Diferentes","NATTAN","0","32789670"
"Colder Weather","Zac Brown Band","0","178767948"
"Babel","Mumford & Sons","0","130802455"
"Ma Belle","AP Dhillon","0","72541683"
"Chrome Hearts","Hamza","0","6909860"
"Hark, The Herald Angels Sing","Vince Guaraldi Trio","0","19644685"
"Goodbye","Imanbek","0","153308516"
"From Liquid","Mr.Kitty","0","5440779"
"[The Jackie] (with J. Cole & Lil Tjay)","Bas","0","66191827"
"Dry Hands","C418","0","33025444"
"Molly","Sleepy Hallow","0","105940728"
"X CASO (feat. Sfera Ebbasta)","Geolier","0","10930441"
"Did It Again","Lil Tecca","0","318392304"
"Aún Hay Algo","Maite Perroni","0","31645833"
"witchblades","Lil Tracy","0","259222528"
"Sexy Lady","Jessie J","0","35842067"
"Throne","Bring Me The Horizon","0","313325994"
"She's Not Anyone","D-Block Europe","0","13006826"
"PART OF ME HARDSTYLE","SICK LEGEND","0","16332133"
"Binibini","Zack Tabudlo","0","126984919"
"506","Morat","0","57873543"
"Wieso tust Du dir das an?","Apache 207","0","115772296"
"You Give Me A Feeling","James Hype","0","33335286"
"3 Nights","Dominic Fike","0","800582477"
"She Calls Me Back","Noah Kahan","0","10491855"
"Africa Unite","Freshlyground","0","203382"
"Kho Gaye Hum Kahan","Kumaar","0","71300262"
"Ever Since the World Began","Survivor","0","25369152"
"Walk Away","Franz Ferdinand","0","27195290"
"Upside Down","Paloma Faith","0","41035693"
"Separate Ways (Worlds Apart)","Daughtry","0","1451458"
"MORENA","Luan Santana","0","184742776"
"Secret Love Song (feat. Jason Derulo)","Little Mix","0","552687880"
"Escapism.","070 Shake","0","178170998"
"Revoada do Tubarão 3","MC Hariel","0","19726641"
"Sundress","A$AP Rocky","0","350017984"
"Numb Little Bug - Piano Version","Em Beihold","0","5056236"
"Lotus Flower Bomb (feat. Miguel)","Wale","0","187745801"
"Late Night Talking","Harry Styles","0","540698676"
"LACONE","Polimá Westcoast","0","40827555"
"Disfruté Engañarte","La Adictiva","0","90219915"
"CHANCES","KAYTRANADA","0","73769394"
"Rave Love","W&W","0","40605600"
"At the End of a Bar","Chris Young","0","35598884"
"Scopin","Kordhell","0","29919743"
"Get Back","Pop Smoke","0","264281170"
"If I Ain’t Got You - James Bay Spotify Session 2015 ""Alicia Keys Cover""","James Bay","0","112922160"
"One Thing At A Time","Morgan Wallen","0","27922314"
"CRAZY LOVE","Marracash","0","51947500"
"Potion (with Dua Lipa & Young Thug)","Young Thug","0","158985853"
"Una Locura","Ozuna","0","491471865"
"I Think I Left the Stove On","Hotel Ugly","0","6768044"
"Silenced By The Night","Keane","0","48830041"
"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Ryan Lewis","0","362292694"
"Hati-Hati di Jalan","Tulus","0","168838890"
"H.O.L.Y.","Florida Georgia Line","0","387450393"
"Nights Like This (feat. Ty Dolla $ign)","Ty Dolla $ign","0","457818521"
"Make Me Wanna","Thomas Rhett","0","110513723"
"life’s a dream","d4vd","0","3659904"
"JOAN OF ARC","Night Lovell","0","113155404"
"Sanjuro","Denzel Curry","0","10702349"
"By Your Side","Mike Perry","0","30112676"
"High","The Chainsmokers","0","113094720"
"Both (feat. Drake)","Gucci Mane","0","311784989"
"Too Much (feat. Moneybagg Yo)","Freddie Gibbs","0","10319740"
"Dior","Mainstreet","0","37923641"
"Takeaway","ILLENIUM","0","561437488"
"LA TERAPIA","Young Cister","0","46007514"
"Navajo","Masego","0","129227975"
"golden hour","JVKE","0","362061375"
"Energie sombre","Nekfeu","0","32009855"
"My Friends (feat. Lil Durk)","Ty Dolla $ign","0","17875515"
"Kepergianmu","Vierra","0","1980391"
"2 time zones (feat. Night Lovell)","bbno$","0","16113403"
"Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes)","JID","0","35142819"
"Calm Down (with Selena Gomez)","Selena Gomez","0","375127168"
"Winter Wonderland","Leona Lewis","0","30567644"
"Danza Kuduro 2019 - Luigi Ramirez Mix","Lucenzo","0","12503450"
"Solitude (with BIA & Lucky Daye)","BIA","0","1555113"
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander","0","62181109"
"Hot Sauce (feat. Ovi)","Jon Z","0","2042594"
"Burning Man","Dierks Bentley","0","115673785"
"Killa","Cherish","0","15944660"
"To You Alone","Tom Rosenthal","0","7177114"
"Us - Acoustic","James Bay","0","34373600"
"Desire - Gryffin Remix","Gryffin","0","249595621"
"GATTI","Pop Smoke","0","315764414"
"Hasta Abajo - Remix","Kevin Roldan","0","21004165"
"If only I could tell","Fabrizio Paterlini","0","769729"
"Cookies N' Cream (feat. ANNA & Sfera Ebbasta)","Guè","0","12350609"
"La-Le-Lu","Die Kita-Frösche","0","43051555"
"Playground (from the series Arcane League of Legends) - Baby Tate Remix","Arcane","0","1096019"
"Bad Omens","5 Seconds of Summer","0","18451047"
"Tabiji","Fujii Kaze","0","25958685"
"Mistletoe","Justin Bieber","0","622252277"
"LUNEDI'","Salmo","0","61225205"
"Something Good Can Work","Two Door Cinema Club","0","227807392"
"Afterglow","Becky Hill","0","152204826"
"Things We Lost In The Fire","Bastille","0","155017085"
"Good Mood - Original Song From Paw Patrol: The Movie","Adam Levine","0","31530478"
"I.F.L.Y.","Bazzi","0","521425754"
"Line Without a Hook","Ricky Montgomery","0","392562688"
"1000 Blunts","$uicideboy$","0","47876216"
"Vestido No Chão - Ao Vivo","Hugo & Guilherme","0","19296610"
"Home Movies","Lukas Graham","0","1671506"
"Take It Off","Kesha","0","152585830"
"Where's My Love","SYML","0","359452705"
"Polaroid Love","ENHYPEN","0","165413189"
"Medo Bobo - Ao Vivo","Maiara & Maraisa","0","140881561"
"Que Me Importa","Natanael Cano","0","19613142"
"beside you","keshi","0","108569795"
"New Girl (Tom's Song)","The Walters","0","15767609"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Katy Perry","0","981287133"
"Lean Wit Me","Juice WRLD","0","688481365"
"Can't Help but Wait","Trey Songz","0","93569649"
"Turn On The Lights again.. (feat. Future)","Fred again..","0","69441242"
"I'm Not Dead Yet","Mike Posner","0","6751364"
"Toko Toko","Dadju","0","26447524"
"Liquid Spirit - Claptone Remix","Claptone","0","62563413"
"Cool for the Summer - Sped Up (Nightcore)","Demi Lovato","0","48183165"
"Turks (with Gunna & ft. Travis Scott)","NAV","0","267698051"
"Insomnia - King Topher Remix","Daya","0","55745330"
"Quizas - Remix","Tony Dize","0","129240126"
"Rain and Thunderstorm, Pt. 37","Rain Fruits Sounds","0","15547012"
"Essence (feat. Tems)","Wizkid","0","155642244"
"Moment In Time","Cherish","0","3111137"
"Si Sabes Donde Hallarlo (feat. Marcos Vidal)","Marcela Gandara","0","22910858"
"Adrenaline","Ronnie Flex","0","21368309"
"Euphor","Novo Amor","0","46479067"
"When It Rains It Pours","Luke Combs","0","542049785"
"Better Together","Luke Combs","0","255164395"
"Smokin Out The Window","Bruno Mars","0","331055439"
"Heather","Conan Gray","0","1128042067"
"Experimento 01","Fran C","0","6391337"
"Half A Man","Dean Lewis","0","287638852"
"Loneliness (Naruto)","Kato","0","7074081"
"This Night Has Opened My Eyes - 2011 Remaster","The Smiths","0","84260092"
"Dance To This (feat. Ariana Grande)","Troye Sivan","0","256665850"
"Robbers","The 1975","0","274195216"
"Good Boy","Kenia OS","0","11070441"
"To My Love - Tainy Remix","Tainy","0","266146912"
"Wild Horses","Natasha Bedingfield","0","20597114"
"Sabes Que Te Quiero","Fran C","0","3519880"
"Expectativa x Realidade","Matheus & Kauan","0","124947463"
"The Batman","Michael Giacchino","0","17918477"
"Nevada","YoungBoy Never Broke Again","0","96988210"
"Church","Chase Atlantic","0","57701985"
"Crystals","Of Monsters and Men","0","119987512"
"This Town","Niall Horan","0","725742418"
"Beg For You (feat. Rina Sawayama)","Charli XCX","0","74669941"
"Need To Know","Jay Park","0","7028821"
"Altas Loucurinhas (Uni Duni Tê) - Ao Vivo","Matheus Fernandes","0","5472325"
"NUESTRO MUNDO","India Martinez","0","1151947"
"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]","Skrillex","0","44263199"
"Schwarz zu blau","Peter Fox","0","48055470"
"Ghosting","Mother Mother","0","84488060"
"TUS LÁGRIMAS","Sech","0","150946018"
"OSOM (feat. J. Cole)","Jay Rock","0","49343992"
"Silenzio","Gemitaiz","0","8978890"
"white tee","Lil Peep","0","237332013"
"Break Up In A Small Town","Sam Hunt","0","268051963"
"Closer","The Chainsmokers","0","2456205158"
"Nights","Frank Ocean","0","534229744"
"Sport","Apache 207","0","33556919"
"It's Not Over","Daughtry","0","119228503"
"Come Mi Guardi (con Madame, Coez & Bresh)","Coez","0","5855633"
"Devil's Work","Freddie Dredd","0","36858542"
"Sólo Quédate En Silencio","Christian Chávez","0","88563370"
"Más Que Amigos","Matisse","0","88715290"
"Norf Norf","Vince Staples","0","179097153"
"Leave The Door Open","Anderson .Paak","0","1006100004"
"Light Switch","Charlie Puth","0","417651908"
"I Like It","Mike Perry","0","5555742"
"Calm Down","G-Eazy","0","196000698"
"Fancy Shoes","The Walters","0","35759220"
"On Your Own - Remastered 2016","The Verve","0","3691032"
"I Quit Drinking","LANY","0","122793268"
"Low Key (Bonus)","Sleepy Hallow","0","46316482"
"Line Of Sight (feat. WYNNE & Mansionair)","ODESZA","0","111789183"
"Shallow","Bradley Cooper","0","2004338878"
"Apocalypse","Cigarettes After Sex","0","630780271"
"Seven","Men I Trust","0","31896154"
"Marisola - Remix","Duki","0","60759176"
"Skateboard Delivery","José González","0","1323909"
"Butterflies","Kacey Musgraves","0","149563915"
"Kaun Tujhe (Armaan Malik Version)","Armaan Malik","0","24680747"
"The Logical Song - Remastered 2010","Supertramp","0","292139107"
"LoveSick","BoyWithUke","0","49997670"
"My My My!","Troye Sivan","0","272398259"
"Zukunft Pink - ALLIANCE REMIX (feat. Focalistic, Kwam.E, ALBI X, Willy Will, Awa Khiwe, Benji Asare, Inéz)","Peter Fox","0","725844"
"FALLEN","INTERWORLD","0","1935947"
"Kiss My (Uh Oh)","Little Mix","0","119711678"
"Just a Kiss - Horacio & Aaron Smith Remix","Aaron Smith","0","184165"
"Ride","King Von","0","22881345"
"QUE PRETENDES","J Balvin","0","623040836"
"Had Some Drinks","Two Feet","0","101760663"
"Bombonzinho - Ao Vivo","Ana Castela","0","101263892"
"The Burn","Starship","0","1028373"
"Slide (feat. Frank Ocean & Migos)","Migos","0","884122006"
"Older","Sasha Alex Sloan","0","262081951"
"Lotus Eater","Foster The People","0","39818461"
"Losing Interest","Shiloh Dynasty","0","302697008"
"I'm Ready","Jaden","0","53278311"
"Share That Love (feat. G-Eazy)","Lukas Graham","0","117396017"
"Hold My Halo","Lainey Wilson","0","2266290"
"Lifestyle (feat. Adam Levine)","Adam Levine","0","176673668"
"Sola (Remix)","Anuel AA","0","561667018"
"Your Peace (feat. Lil Baby)","Jacquees","0","65365357"
"La Musiquita","Cali Y El Dandee","0","13475638"
"House On Fire","Bailey Zimmerman","0","8659710"
"You Never Visit Me","Masego","0","2491388"
"Bye Bye","CRO","0","108544113"
"Nirbhau Nirvair","Amit Trivedi","0","1946914"
"No Celestial","LE SSERAFIM","0","13839148"
"DONA DE MIM","Ana Castela","0","20652149"
"Komm wir chillen (feat. Yonii & Bausa)","Capo","0","34663482"
"How Soon Is Now? - 2011 Remaster","The Smiths","0","199236015"
"Bones","Imagine Dragons","0","524720441"
"Stars","Simply Red","0","180004883"
"Pouring Rain In Storm - Loopable Without Fade","White Noise Baby Sleep","0","32027753"
"Small Worlds","Mac Miller","0","208187811"
"like i need u","keshi","0","139000987"
"Telescope","Cage The Elephant","0","89664939"
"Super Gremlin","Kodak Black","0","287493401"
"Element","Pop Smoke","0","367875851"
"Neon Guts (feat. Pharrell Williams)","Lil Uzi Vert","0","219355874"
"Who I Am - (From “The Pirate Fairy”)","Natasha Bedingfield","0","3837482"
"Venus Fly Trap","MARINA","0","33711213"
"Ciudad Guzmán","Tony Aguirre","0","12533051"
"Black Madonna","Cage The Elephant","0","58221437"
"Elas Gosta","Kotim","0","12501906"
"Beni Hat?rlad?n m?","Cem Adrian","0","20616451"
"Jimikki Ponnu","Anirudh Ravichander","0","9328887"
"Los Malvekes","Marcianeke","0","107510815"
"Call on Me - Radio Mix","Eric Prydz","0","324112465"
"Bestie","DaBaby","0","59360066"
"Gal A Bubble","Konshens","0","22124682"
"Devil in a Midnight Mass","Billy Talent","0","33040893"
"Let Me Down Slowly (feat. Alessia Cara)","Alec Benjamin","0","121491591"
"Promises (with Sam Smith)","Jessie Reyez","0","926352296"
"Miss You","Oliver Tree","0","307823532"
"Plain Jane REMIX (feat. Nicki Minaj)","A$AP Ferg","0","248818454"
"Violation Freestyle","Offset","0","17238820"
"Kein Problem","Apache 207","0","99615127"
"Whip A Tesla","Yung Gravy","0","127593735"
"To The Bone (feat. YoungBoy Never Broke Again)","Takeoff","0","36808984"
"Your Man","Josh Turner","0","257105491"
"There's Nothing Holdin' Me Back","Shawn Mendes","0","1546722489"
"Gatilho - Ao Vivo","Matheus & Kauan","0","125151982"
"Hear Me Now","Alok","0","637167186"
"BTX Posse (con Fabri Fibra, Ernia, Lazza, Tony Effe, Coez, Geolier, Guè, Paky & MamboLosco)","Ernia","0","10002986"
"Te Toca","Lucenzo","0","3946147"
"Paradise (feat. Dermot Kennedy)","MEDUZA","0","601107554"
"La Nota","Manuel Turizo","0","483115913"
"Tick Tock (feat. 24kGoldn)","Clean Bandit","0","307148858"
